timestamp,current,voltage
2025-01-01 00:00:00,100.0,3.2500090799859525
2025-01-01 00:00:01,100.0,3.250036890746198
2025-01-01 00:00:02,100.0,3.2500647015767385
2025-01-01 00:00:03,100.0,3.250092512477771
2025-01-01 00:00:04,100.0,3.25012032344949
2025-01-01 00:00:05,100.0,3.2501481344920933
2025-01-01 00:00:06,100.0,3.250175945605778
2025-01-01 00:00:07,100.0,3.250203756790742
2025-01-01 00:00:08,100.0,3.2502315680471834
2025-01-01 00:00:09,100.0,3.250259379375301
2025-01-01 00:00:10,100.0,3.2502871907752944
2025-01-01 00:00:11,100.0,3.2503150022473632
2025-01-01 00:00:12,100.0,3.2503428137917085
2025-01-01 00:00:13,100.0,3.250370625408531
2025-01-01 00:00:14,100.0,3.2503984370980326
2025-01-01 00:00:15,100.0,3.2504262488604154
2025-01-01 00:00:16,100.0,3.250454060695882
2025-01-01 00:00:17,100.0,3.2504818726046363
2025-01-01 00:00:18,100.0,3.250509684586882
2025-01-01 00:00:19,100.0,3.250537496642823
2025-01-01 00:00:20,100.0,3.250565308772665
2025-01-01 00:00:21,100.0,3.2505931209766135
2025-01-01 00:00:22,100.0,3.2506209332548743
2025-01-01 00:00:23,100.0,3.2506487456076547
2025-01-01 00:00:24,100.0,3.250676558035162
2025-01-01 00:00:25,100.0,3.250704370537604
2025-01-01 00:00:26,100.0,3.250732183115189
2025-01-01 00:00:27,100.0,3.2507599957681266
2025-01-01 00:00:28,100.0,3.250787808496626
2025-01-01 00:00:29,100.0,3.250815621300897
2025-01-01 00:00:30,100.0,3.250843434181151
2025-01-01 00:00:31,100.0,3.2508712471376
2025-01-01 00:00:32,100.0,3.2508990601704553
2025-01-01 00:00:33,100.0,3.2509268732799295
2025-01-01 00:00:34,100.0,3.2509546864662355
2025-01-01 00:00:35,100.0,3.250982499729588
2025-01-01 00:00:36,100.0,3.251010313070201
2025-01-01 00:00:37,100.0,3.2510381264882886
2025-01-01 00:00:38,100.0,3.2510659399840676
2025-01-01 00:00:39,100.0,3.2510937535577527
2025-01-01 00:00:40,100.0,3.2511215672095624
2025-01-01 00:00:41,100.0,3.2511493809397134
2025-01-01 00:00:42,100.0,3.2511771947484234
2025-01-01 00:00:43,100.0,3.251205008635911
2025-01-01 00:00:44,100.0,3.251232822602396
2025-01-01 00:00:45,100.0,3.251260636648097
2025-01-01 00:00:46,100.0,3.251288450773236
2025-01-01 00:00:47,100.0,3.251316264978032
2025-01-01 00:00:48,100.0,3.2513440792627084
2025-01-01 00:00:49,100.0,3.2513718936274874
2025-01-01 00:00:50,100.0,3.251399708072591
2025-01-01 00:00:51,100.0,3.251427522598243
2025-01-01 00:00:52,100.0,3.2514553372046677
2025-01-01 00:00:53,100.0,3.2514831518920895
2025-01-01 00:00:54,100.0,3.2515109666607342
2025-01-01 00:00:55,100.0,3.251538781510827
2025-01-01 00:00:56,100.0,3.2515665964425957
