timestamp,current,voltage
2025-02-01 00:00:00,-100.0,3.150009079985953
2025-02-01 00:00:01,-100.0,3.150036890746198
2025-02-01 00:00:02,-100.0,3.150064701576739
2025-02-01 00:00:03,-100.0,3.1500925124777712
2025-02-01 00:00:04,-100.0,3.1501203234494906
2025-02-01 00:00:05,-100.0,3.1501481344920936
2025-02-01 00:00:06,-100.0,3.1501759456057785
2025-02-01 00:00:07,-100.0,3.1502037567907424
2025-02-01 00:00:08,-100.0,3.1502315680471837
2025-02-01 00:00:09,-100.0,3.1502593793753015
2025-02-01 00:00:10,-100.0,3.1502871907752947
2025-02-01 00:00:11,-100.0,3.1503150022473636
2025-02-01 00:00:12,-100.0,3.150342813791709
2025-02-01 00:00:13,-100.0,3.1503706254085313
2025-02-01 00:00:14,-100.0,3.150398437098033
2025-02-01 00:00:15,-100.0,3.150426248860416
2025-02-01 00:00:16,-100.0,3.1504540606958824
2025-02-01 00:00:17,-100.0,3.1504818726046366
2025-02-01 00:00:18,-100.0,3.1505096845868823
2025-02-01 00:00:19,-100.0,3.1505374966428232
2025-02-01 00:00:20,-100.0,3.1505653087726655
2025-02-01 00:00:21,-100.0,3.150593120976614
2025-02-01 00:00:22,-100.0,3.1506209332548747
2025-02-01 00:00:23,-100.0,3.150648745607655
2025-02-01 00:00:24,-100.0,3.1506765580351623
2025-02-01 00:00:25,-100.0,3.1507043705376043
2025-02-01 00:00:26,-100.0,3.1507321831151893
2025-02-01 00:00:27,-100.0,3.150759995768127
2025-02-01 00:00:28,-100.0,3.1507878084966263
2025-02-01 00:00:29,-100.0,3.1508156213008975
2025-02-01 00:00:30,-100.0,3.1508434341811515
2025-02-01 00:00:31,-100.0,3.1508712471376
2025-02-01 00:00:32,-100.0,3.1508990601704556
2025-02-01 00:00:33,-100.0,3.15092687327993
2025-02-01 00:00:34,-100.0,3.150954686466236
2025-02-01 00:00:35,-100.0,3.1509824997295883
2025-02-01 00:00:36,-100.0,3.151010313070201
2025-02-01 00:00:37,-100.0,3.151038126488289
2025-02-01 00:00:38,-100.0,3.151065939984068
2025-02-01 00:00:39,-100.0,3.151093753557753
2025-02-01 00:00:40,-100.0,3.1511215672095627
2025-02-01 00:00:41,-100.0,3.1511493809397138
2025-02-01 00:00:42,-100.0,3.1511771947484237
2025-02-01 00:00:43,-100.0,3.1512050086359116
2025-02-01 00:00:44,-100.0,3.1512328226023962
2025-02-01 00:00:45,-100.0,3.1512606366480975
2025-02-01 00:00:46,-100.0,3.151288450773236
2025-02-01 00:00:47,-100.0,3.1513162649780324
