timestamp,current,voltage,temperature,segment_id,dV_dt,dT_dt,dI_dt
2025-12-01 00:00:00,62.8,63.847500000000004,24.97,0.0,0.0,0.0,0.0
2025-12-01 00:00:10,62.8,63.865700000000004,24.9,0.0,0.0018200000000000217,-0.007000000000000029,0.0
2025-12-01 00:00:20,62.8,63.8837,24.85,0.0,0.0017999999999993577,-0.004999999999999716,0.0
2025-12-01 00:00:30,62.8,63.902499999999996,24.8,0.0,0.0018799999999998818,-0.005000000000000071,0.0
2025-12-01 00:00:40,62.8,63.9187,24.73,0.0,0.0016200000000004878,-0.007000000000000029,0.0
2025-12-01 00:00:50,62.8,63.937,24.7,0.0,0.0018299999999996431,-0.0030000000000001137,0.0
2025-12-01 00:01:00,62.8,63.955600000000004,24.6,0.0,0.001860000000000639,-0.009999999999999787,0.0
2025-12-01 00:01:10,62.8,63.973400000000005,24.6,0.0,0.0017800000000001148,0.0,0.0
2025-12-01 00:01:20,62.8,63.990300000000005,24.5,0.0,0.0016899999999999693,-0.010000000000000142,0.0
2025-12-01 00:01:30,62.8,64.0076,24.5,0.0,0.0017299999999991656,0.0,0.0
2025-12-01 00:01:40,62.8,64.0253,24.4,0.0,0.0017700000000004934,-0.010000000000000142,0.0
2025-12-01 00:01:50,62.8,64.0409,24.389999999999997,0.0,0.0015599999999992066,-0.0010000000000001564,0.0
2025-12-01 00:02:00,62.8,64.05930000000001,24.3,0.0,0.001840000000001396,-0.00899999999999963,0.0
2025-12-01 00:02:10,62.8,64.0756,24.3,0.0,0.001629999999998688,0.0,0.0
2025-12-01 00:02:20,62.8,64.0925,24.22,0.0,0.0016900000000006799,-0.008000000000000184,0.0
2025-12-01 00:02:30,62.8,64.1087,24.2,0.0,0.0016199999999997772,-0.0019999999999999575,0.0
2025-12-01 00:02:40,62.8,64.124,24.130000000000003,0.0,0.0015299999999996317,-0.006999999999999673,0.0
2025-12-01 00:02:50,62.8,64.1399,24.1,0.0,0.0015900000000002024,-0.0030000000000001137,0.0
2025-12-01 00:03:00,62.8,64.15650000000001,24.05,0.0,0.001660000000001105,-0.005000000000000071,0.0
2025-12-01 00:03:10,62.8,64.1717,24.0,0.0,0.0015199999999992997,-0.005000000000000071,0.0
2025-12-01 00:03:20,62.8,64.1887,23.97,0.0,0.0016999999999995907,-0.0030000000000001137,0.0
2025-12-01 00:03:30,62.8,64.20309999999999,23.9,0.0,0.0014399999999994862,-0.007000000000000029,0.0
2025-12-01 00:03:40,62.8,64.2211,23.9,0.0,0.0018000000000014892,0.0,0.0
2025-12-01 00:03:50,62.8,64.23519999999999,23.830000000000002,0.0,0.0014099999999984902,-0.006999999999999673,0.0
2025-12-01 00:04:00,62.8,64.2504,23.8,0.0,0.0015200000000007209,-0.0030000000000001137,0.0
2025-12-01 00:04:10,62.8,64.2646,23.78,0.0,0.0014200000000002433,-0.0019999999999999575,0.0
2025-12-01 00:04:20,62.8,64.28040000000001,23.7,0.0,0.0015800000000012915,-0.008000000000000184,0.0
2025-12-01 00:04:30,62.8,64.2954,23.7,0.0,0.0014999999999986357,0.0,0.0
2025-12-01 00:04:40,62.8,64.3091,23.62,0.0,0.0013700000000000045,-0.00799999999999983,0.0
2025-12-01 00:04:50,62.8,64.3243,23.6,0.0,0.0015199999999992997,-0.0019999999999999575,0.0
2025-12-01 00:05:00,62.8,64.3376,23.6,0.0,0.0013300000000000978,0.0,0.0
2025-12-01 00:05:10,62.8,64.3515,23.5,0.0,0.0013900000000006685,-0.010000000000000142,0.0
2025-12-01 00:05:20,62.8,64.3671,23.5,0.0,0.0015599999999992066,0.0,0.0
2025-12-01 00:05:30,62.8,64.3808,23.46,0.0,0.0013700000000000045,-0.003999999999999915,0.0
2025-12-01 00:05:40,62.8,64.3954,23.4,0.0,0.00146000000000015,-0.006000000000000227,0.0
2025-12-01 00:05:50,62.8,64.40830000000001,23.4,0.0,0.0012900000000016121,0.0,0.0
2025-12-01 00:06:00,62.8,64.42269999999999,23.4,0.0,0.001439999999998065,0.0,0.0
2025-12-01 00:06:10,62.8,64.43620000000001,23.3,0.0,0.0013500000000021828,-0.009999999999999787,0.0
2025-12-01 00:06:20,62.8,64.45009999999999,23.3,0.0,0.0013899999999978264,0.0,0.0
2025-12-01 00:06:30,62.8,64.4619,23.3,0.0,0.0011800000000008026,0.0,0.0
2025-12-01 00:06:40,62.8,64.476,23.28,0.0,0.0014099999999999113,-0.0019999999999999575,0.0
2025-12-01 00:06:50,62.8,64.4887,23.2,0.0,0.0012699999999995271,-0.008000000000000184,0.0
2025-12-01 00:07:00,62.8,64.5027,23.2,0.0,0.0014000000000010005,0.0,0.0
2025-12-01 00:07:10,62.8,64.5153,23.19,0.0,0.0012599999999991951,-0.000999999999999801,0.0
2025-12-01 00:07:20,62.8,64.5275,23.1,0.0,0.0012200000000007094,-0.008999999999999985,0.0
