timestamp,voltage,current
0,2.999635779824453,100.0
1,3.0021755937137633,100.0
2,3.0034181177977715,100.0
3,3.0036413570589344,100.0
4,3.0057488427200605,100.0
5,3.0073189392497173,100.0
6,3.009413587600118,100.0
7,3.0071315954964017,100.0
8,3.007854908341663,100.0
9,3.0114109098898307,100.0
10,3.0114597716016,100.0
11,3.0118277337785493,100.0
12,3.0119152354054792,100.0
13,3.0149175861932944,100.0
14,3.0155416437162987,100.0
15,3.016667597371194,100.0
16,3.017355410966435,100.0
17,3.0188480725397784,100.0
18,3.0189346654450304,100.0
19,3.0195235167164323,100.0
20,3.022002904676367,100.0
21,3.0213120493549246,100.0
22,3.022292933218192,100.0
23,3.0221491542108714,100.0
24,3.024084648387095,100.0
25,3.0245021946135084,100.0
26,3.026613347882958,100.0
27,3.025940735144872,100.0
28,3.028099388207065,100.0
29,3.0297414269236547,100.0
30,3.0281484539134653,100.0
31,3.030473179742322,100.0
32,3.031308775626047,100.0
33,3.030937508605484,100.0
34,3.031618180586954,100.0
35,3.033094441541762,100.0
36,3.0334900383718044,100.0
37,3.0334240865376274,100.0
38,3.0357389711899936,100.0
39,3.035251798937407,100.0
40,3.035675885046564,100.0
41,3.0382825009611643,100.0
42,3.039905579886941,100.0
43,3.0383257158301675,100.0
44,3.040681557750306,100.0
45,3.0398666073215264,100.0
46,3.042744305566911,100.0
47,3.042457610849398,100.0
48,3.0428430188264084,100.0
49,3.0425291597800457,100.0
50,3.0448872565793192,100.0
51,3.0450485454018765,100.0
52,3.0438815469451908,100.0
53,3.0475441243952823,100.0
54,3.0464488997854953,100.0
55,3.04779616187221,100.0
56,3.0482377429849667,100.0
57,3.049451029303578,100.0
58,3.0494025139248477,100.0
59,3.05207646471581,100.0
60,3.051947026118034,100.0
61,3.0530753218283033,100.0
62,3.0519933031587625,100.0
63,3.053330750435171,100.0
64,3.0535295056599416,100.0
65,3.0555290989070465,100.0
66,3.0548666369864557,100.0
67,3.055912070820466,100.0
68,3.05680025434184,100.0
69,3.0584382396792718,100.0
70,3.0594864565256894,100.0
71,3.057983094261801,100.0
72,3.0599112394485797,100.0
73,3.061925296609201,100.0
74,3.061262296328036,100.0
75,3.0612452886562234,100.0
76,3.0623217212385554,100.0
77,3.0641483652998294,100.0
78,3.0641015155784777,100.0
79,3.0650372550122764,100.0
80,3.0659616723678096,100.0
81,3.0649934833171297,100.0
82,3.0676681249922564,100.0
83,3.0678918040227887,100.0
84,3.066518162698072,100.0
85,3.0676646159681917,100.0
86,3.071256444205346,100.0
87,3.0705032713221394,100.0
88,3.071549777362192,100.0
89,3.073073804785064,100.0
90,3.0721391875125335,100.0
91,3.071892546914573,100.0
92,3.0729775395980976,100.0
93,3.071817595080722,100.0
94,3.072803673463355,100.0
95,3.074665717558085,100.0
96,3.07464906378741,100.0
97,3.076910811460825,100.0
98,3.0782612652155352,100.0
99,3.077922091075564,100.0
100,3.0770973508521036,100.0
101,3.078671791082129,100.0
102,3.0780333159183337,100.0
103,3.0794710922252446,100.0
104,3.0812962760340104,100.0
105,3.080737078912902,100.0
106,3.0808821354066236,100.0
107,3.0836904048452283,100.0
108,3.0838165599650074,100.0
109,3.086281223955584,100.0
110,3.083279430086042,100.0
111,3.085847444813153,100.0
112,3.0862394746837105,100.0
113,3.085946729291491,100.0
114,3.08675882225169,100.0
115,3.0899482941689143,100.0
116,3.090112224130613,100.0
117,3.089714057807868,100.0
118,3.0890573559075563,100.0
119,3.090576968100049,100.0
120,3.0912471514839788,100.0
121,3.090783132363533,100.0
122,3.091468930509915,100.0
123,3.0932552168511633,100.0
124,3.09370238974142,100.0
125,3.093559788282543,100.0
126,3.09431973946303,100.0
127,3.0949256946032904,100.0
128,3.095452725362126,100.0
129,3.095645521512956,100.0
130,3.095405237505728,100.0
131,3.097969372531157,100.0
132,3.097794902837157,100.0
133,3.100594645793926,100.0
134,3.0993026409311146,100.0
135,3.1001357074942257,100.0
136,3.1014923670844725,100.0
137,3.1015552432407074,100.0
138,3.1004712677507995,100.0
139,3.101676202348735,100.0
140,3.102739186591842,100.0
141,3.1028545960927807,100.0
142,3.105656878482892,100.0
143,3.104688137871587,100.0
144,3.10481843577825,100.0
145,3.105789645879028,100.0
146,3.106086677467675,100.0
147,3.1085944300518826,100.0
148,3.107079857646612,100.0
149,3.1100102258136357,100.0
150,3.1090129155221105,100.0
151,3.109958378655295,100.0
152,3.110566703606683,100.0
153,3.1107301782335384,100.0
154,3.1123593584927494,100.0
155,3.111766821736414,100.0
156,3.11288324240768,100.0
157,3.113031393973183,100.0
158,3.114188963463493,100.0
159,3.1141567333965954,100.0
160,3.114943367522589,100.0
161,3.11496810763955,100.0
162,3.116722478701651,100.0
163,3.1193271584557953,100.0
164,3.117193287378607,100.0
165,3.117360043786789,100.0
166,3.1193714559319705,100.0
167,3.1199448739627766,100.0
168,3.1193296900899874,100.0
169,3.119871611810255,100.0
170,3.122253556953214,100.0
171,3.1226489956245236,100.0
172,3.121060532360365,100.0
173,3.120683383528476,100.0
174,3.124229228634491,100.0
175,3.1233618190491925,100.0
176,3.1248198280527992,100.0
177,3.12612899815986,100.0
178,3.1244170536361833,100.0
179,3.1259081423507227,100.0
180,3.125519717359727,100.0
181,3.128666475773325,100.0
182,3.1290681550292203,100.0
183,3.1300538072108948,100.0
184,3.1271325814124933,100.0
185,3.130259518267699,100.0
186,3.1297446115121526,100.0
187,3.1304124988651414,100.0
188,3.1332474261667036,100.0
189,3.1310022404305857,100.0
190,3.13318394550068,100.0
191,3.135510531964238,100.0
192,3.132286548958501,100.0
193,3.13386064494654,100.0
194,3.1347461623819433,100.0
195,3.135813321264475,100.0
196,3.135458837752651,100.0
197,3.1370513580621053,100.0
198,3.13820148189223,100.0
199,3.1362094211587173,100.0
200,3.13801933848541,100.0
201,3.138152833946207,100.0
202,3.1400110642329957,100.0
203,3.140417589056274,100.0
204,3.1393608117246723,100.0
205,3.1407595627242095,100.0
206,3.139541729842262,100.0
207,3.1439389740985724,100.0
208,3.1436243777497213,100.0
209,3.1457293008464435,100.0
210,3.144077622230037,100.0
211,3.14464022488873,100.0
212,3.1451368703425917,100.0
213,3.144777309544211,100.0
214,3.1441900123681052,100.0
215,3.1446217837769637,100.0
216,3.1483673827661196,100.0
217,3.1479897999887596,100.0
218,3.148797918333557,100.0
219,3.1503227261770066,100.0
220,3.148409843336584,100.0
221,3.148432980820531,100.0
222,3.150526841393968,100.0
223,3.1508870511030387,100.0
224,3.15190631635289,100.0
225,3.1513216505872617,100.0
226,3.153109157675703,100.0
227,3.154516790412908,100.0
228,3.1543556829980077,100.0
229,3.1535145886245375,100.0
230,3.1565997650855704,100.0
231,3.1562681946236317,100.0
232,3.1572774251096636,100.0
233,3.1569077284024183,100.0
234,3.156162189746352,100.0
235,3.1562637464633667,100.0
236,3.1575221788245056,100.0
237,3.1569664369280046,100.0
238,3.1584829868238313,100.0
239,3.1599248299128178,100.0
240,3.1605410083860686,100.0
241,3.1605073035193025,100.0
242,3.1614508005275415,100.0
243,3.1609075270694,100.0
244,3.1623315737537836,100.0
245,3.162544957045557,100.0
246,3.1637507004649343,100.0
247,3.1641521670774133,100.0
248,3.1635154196581583,100.0
249,3.165790047080031,100.0
250,3.166155705001194,100.0
251,3.1650922192739577,100.0
252,3.166276636617933,100.0
253,3.167639986867088,100.0
254,3.169338657291157,100.0
255,3.1693192711625113,100.0
256,3.168614058310146,100.0
257,3.169468654624156,100.0
258,3.172100805785762,100.0
259,3.169697344520521,100.0
260,3.171651964505652,100.0
261,3.171731117600891,100.0
262,3.171070246250596,100.0
263,3.1736770324016317,100.0
264,3.1744616963311905,100.0
265,3.175128605554338,100.0
266,3.1732486975512932,100.0
267,3.175303564422528,100.0
268,3.1749329438955494,100.0
269,3.1772616005867724,100.0
270,3.1771251643298384,100.0
271,3.177469489101947,100.0
272,3.176467901592456,100.0
273,3.1769698874509373,100.0
274,3.1779773786796013,100.0
275,3.1798797527028064,100.0
276,3.1794767150860466,100.0
277,3.18061362739832,100.0
278,3.1801701765996824,100.0
279,3.181777562931584,100.0
280,3.182047673890177,100.0
281,3.182880025149628,100.0
282,3.1842981045787586,100.0
283,3.183643029719922,100.0
284,3.1841398120978273,100.0
285,3.185287051360892,100.0
286,3.1845627334896003,100.0
287,3.1861604753684167,100.0
288,3.186214552837215,100.0
289,3.1865333769341273,100.0
290,3.185640789337434,100.0
291,3.1881697721865256,100.0
292,3.188864744867699,100.0
293,3.188618221858439,100.0
294,3.190897617143559,100.0
295,3.187525327279716,100.0
296,3.190508101203055,100.0
297,3.1916898299376335,100.0
298,3.1920747747935656,100.0
299,3.191318423810079,100.0
300,3.1924105555141455,100.0
301,3.1949475052329297,100.0
302,3.1933704474699742,100.0
303,3.1947482324049266,100.0
304,3.195410499448767,100.0
305,3.1956339579026274,100.0
306,3.1950997260432423,100.0
307,3.1974175521489983,100.0
