timestamp,voltage
0.0,4.199947409694378
1.0,4.200051031455548
2.0,4.199682430958054
3.0,4.199477504308763
4.0,4.19934858187512
5.0,4.199016589613474
6.0,4.198738087583515
7.0,4.198620840071247
8.0,4.198367069930662
9.0,4.198173368767514
10.0,4.197791252945827
11.0,4.197925029524467
12.0,4.197687322607895
13.0,4.197448209977358
14.0,4.1971645167699405
15.0,4.197053603197217
16.0,4.196781239974023
17.0,4.196600619602226
18.0,4.196494213071684
19.0,4.196322122789144
20.0,4.196016779294638
21.0,4.1957673715874435
22.0,4.19576551250766
23.0,4.195560872270896
24.0,4.195494724714824
25.0,4.195181186702219
26.0,4.194933700535783
27.0,4.194715810545693
28.0,4.194614215534515
29.0,4.19433132132302
30.0,4.19425302482682
31.0,4.193592193979832
32.0,4.193843320416526
33.0,4.1936138891704315
34.0,4.193453692173907
35.0,4.193179635673025
36.0,4.193066535234517
37.0,4.192995759418594
38.0,4.192556242080409
39.0,4.19250626485463
40.0,4.192278408554181
41.0,4.192199298219394
42.0,4.192138003914949
43.0,4.191763185430859
44.0,4.191535201198193
45.0,4.19137258363446
46.0,4.191362519340958
47.0,4.191063616349755
48.0,4.190939730002253
49.0,4.19058539916271
50.0,4.190411043347682
51.0,4.190473405410874
52.0,4.190149035319222
53.0,4.189947611352201
54.0,4.189814514580213
55.0,4.189705155369576
56.0,4.189450972716354
57.0,4.189219586533048
58.0,4.1888001996478526
59.0,4.188943635708053
60.0,4.188727121892493
61.0,4.188530127336264
62.0,4.1884128690065
63.0,4.188276954730943
64.0,4.188138176088985
65.0,4.1878844201728835
66.0,4.1877682824554086
67.0,4.187496523796966
68.0,4.1873138992864885
69.0,4.187148844644648
70.0,4.186957501026248
71.0,4.1868594482405
72.0,4.186788946555499
73.0,4.186532110691864
74.0,4.186226474440742
75.0,4.186022534585724
76.0,4.186083611700421
77.0,4.185830552995894
78.0,4.185816544043877
79.0,4.185268597381837
80.0,4.1853873894560785
81.0,4.185079476081089
82.0,4.185046068035588
83.0,4.1846465154080335
84.0,4.1846615251968515
85.0,4.184275454420318
86.0,4.184131683068638
87.0,4.184031681521859
88.0,4.184082490983226
89.0,4.18374709138727
90.0,4.1834795883825535
91.0,4.183573701191979
92.0,4.183375509693727
93.0,4.183076965754164
94.0,4.18280742000185
95.0,4.18297596479767
96.0,4.182765083546382
97.0,4.1823170038109065
98.0,4.18215596555893
99.0,4.182131437500424
100.0,4.1820880346509295
101.0,4.181866656297661
102.0,4.181644876044982
103.0,4.181498707566571
104.0,4.181089928982213
105.0,4.181227495119498
106.0,4.1809570514811
107.0,4.180615445468369
108.0,4.180848608230875
109.0,4.180424163690015
110.0,4.180287336449055
111.0,4.180126117177849
112.0,4.180005569852056
113.0,4.179723339829298
114.0,4.179761319761547
115.0,4.179637829388712
116.0,4.179523737944784
117.0,4.179372387621755
118.0,4.179030374665972
119.0,4.178998239580376
120.0,4.17884645992096
121.0,4.1786511044185
122.0,4.17849513091871
123.0,4.178506570574115
124.0,4.178117647450459
125.0,4.178049154634823
126.0,4.178005167151662
127.0,4.1777087743867485
128.0,4.177457298780775
129.0,4.177262167189509
130.0,4.177455367298294
131.0,4.177191464857073
132.0,4.177117542093312
133.0,4.176781230891038
134.0,4.176598972704028
135.0,4.1766684050669625
136.0,4.176572874800046
137.0,4.1763474533276295
138.0,4.176002163042511
139.0,4.176034072475318
140.0,4.175892309776032
141.0,4.175656381647108
142.0,4.175576210532245
143.0,4.1752511806028405
144.0,4.1752257146048475
145.0,4.175185476868214
146.0,4.174826149867107
147.0,4.174789758267732
148.0,4.174539030803082
149.0,4.174495131246904
150.0,4.174407324906094
151.0,4.174342101158397
152.0,4.1740858229387765
153.0,4.1740456109179505
154.0,4.173638631072155
155.0,4.173683069662508
156.0,4.173457396311011
157.0,4.173178906147947
158.0,4.173133521193306
159.0,4.173184286048024
160.0,4.172838454711837
161.0,4.172647243349024
162.0,4.172657648960206
163.0,4.172665875633223
164.0,4.1721888175248605
165.0,4.172355536845733
166.0,4.1720400224881615
167.0,4.171873230187981
168.0,4.1718343682385415
169.0,4.171597572795158
170.0,4.171431548377049
171.0,4.171331070711377
172.0,4.171406449557782
173.0,4.171262231865218
174.0,4.170951829383754
175.0,4.170856605491672
176.0,4.170651853356649
177.0,4.170519971906826
178.0,4.17018184675922
179.0,4.170252065183937
180.0,4.170110965429306
181.0,4.170081015104385
182.0,4.169865656033222
183.0,4.169745083051341
184.0,4.169582612656673
185.0,4.169447750695584
186.0,4.169432172095552
187.0,4.169247404381724
188.0,4.169184683513565
189.0,4.169029840878467
190.0,4.169016117518462
191.0,4.1688793083388935
192.0,4.16876060238263
193.0,4.168288622321283
194.0,4.168165922251065
195.0,4.168195540096482
196.0,4.16817501715524
197.0,4.167981759460647
198.0,4.167715671961063
199.0,4.16776339140705
200.0,4.167671827058479
201.0,4.167347047982229
202.0,4.167266675097773
203.0,4.167259295753983
204.0,4.166944028583891
205.0,4.166629779757281
